,work_ids,work_titles,authors,fandoms,iscrossover,ratings,warnings,genres,completions,dates,pairings,characters,freeforms,summaries,languages,wordcounts,chaptercounts,commentcounts,kudoscounts,bookmarks,hitcounts
3434,431770,You Give Me Fever,snarkysweetness,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,F/M,Complete Work,2012/06/12,"Remus Lupin/Nymphadora Tonks, Nymphadora Tonks/Remus Lupin","Nymphadora Tonks, Remus Lupin, Charlie Weasley","Angst, Explicit Sexual Content, Public Sex, Porn With Plot"," Tonks’ depression is seeping in deep; people are dying, they’re at war, and Remus refuses to return her love even though he feels the same way about her as she does about him. One rainy night after an Order meeting, Tonks falls ill and Remus takes care of her. ",English,"1,612",1/1,5,141,7,"4,989"
3435,431765,Travel Tips,snarkysweetness,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,F/M,Complete Work,2012/06/12,"Hermione Granger/Ron Weasley, Ron Weasley/Hermione Granger, Harry Potter/ Ginny Weasley, Ginny Weasley/Harry Potter","Harry Potter, Ron Weasley, Hermione Granger, Ginny Weasley","Explicit Sexual Content, Public Sex", Ron and Hermione prepare for their honeymoon and Harry and Ginny teach them some new tricks when it comes to traveling. ,English,"1,804",1/1,0,75,4,"5,621"
3436,431753,Here I Dreamt I Was an Architect,xylodemon,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,Gen,Complete Work,2012/06/12,,"Minerva McGonagall, Filius Flitwick, Harry Potter, Hermione Granger, Ron Weasley, Luna Lovegood, Neville Longbottom, Portrait Albus Dumbledore","Post - Deathly Hallows, Rebuilding, Gen Fic"," Over a month had passed, but Hogwarts still smelled of blood and dust and smoke. ",English,"2,684",1/1,24,330,94,"2,791"
3437,431694,Touch Me,snarkysweetness,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,F/M,Complete Work,2012/06/12,"Hannah Abbott/Neville Longbottom, Neville Longbottom/Hannah Abbott","Hannah Abbott, Neville Longbottom","Explicit Sexual Content, Masturbation, Voyeurism, Oral Sex"," Hannah wakes up from a vivid sex dream about Neville and can’t help but explore her desire for him, only to find that she has an audience. ",English,"1,988",1/1,1,61,7,"2,516"
3438,431607,Shed,Jamberine,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,"Choose Not To Use Archive Warnings, No Archive Warnings Apply",F/M,Complete Work,2012/06/12,Fenrir Greyback/Hermione Granger,"Hermione Granger, Fenrir Greyback",Anthro, Word Prompt #1. Shed ,English,"1,231",1/1,5,96,5,"6,815"
3439,431588,What Happened To Umbridge?,trebles_and_tones,Harry Potter - J. K. Rowling,0,General Audiences,"Choose Not To Use Archive Warnings, Major Character Death",Gen,Complete Work,2012/06/12,,"Severus Snape, Umbridge - Character",, Sequel to ~Twelve Days Of Christmas~. What did Severus do to Umbridge when he found out what she did to his son? ,English,"1,706",1/1,1,10,1,429
3440,431571,Twelve Days of Christmas,trebles_and_tones,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Choose Not To Use Archive Warnings,F/M,Complete Work,2012/06/12,Harry Potter/Ginny Weasley,"Harry Potter, Severus Snape, Ginny Weasley, Umbridge - Character, Dumbledore",," Harry Snape is in trouble twelve days before Christmas for misbehaving in school...will his Holidays go as planned, or has he mucked it all up with his father?Based on the Challenge ~12 Days of Christmas~ by Kai on P&S. ",English,"12,043",13/13,1,11,0,424
3441,425417,Dark Lord's Protector,orphan_account,Harry Potter - J. K. Rowling,0,Mature,No Archive Warnings Apply,M/M,Work in Progress,2012/06/12,Harry Potter/Tom Riddle,"Harry Potter, Tom Riddle, Fred Weasley, George Weasley, Rabastan Lestrange, Rodolphus Lestrange, Bellatrix Lestrange, Lucius Malfoy, Severus Snape","several others, Inheritance, harry goes dark, Romance, mate, Top!Harry, powerful!Harry, Dumbledore Bashing", Even Dark Lord's need love and protection ,English,"10,020",7/36,52,608,134,"12,780"
3442,431552,it's just a game,phix27,Harry Potter - J. K. Rowling,0,Explicit,Graphic Depictions Of Violence,F/M,Complete Work,2012/06/12,Hermione Granger/Ron Weasley,"Ron Weasley, Hermione Granger","mindless porn!!!, Orgasm Denial, BDSM", Ron loves it when Hermione takes control. ,English,"1,616",1/1,1,33,4,"3,291"
3443,429792,Imperceptible,trebles_and_tones,Harry Potter - J. K. Rowling,0,General Audiences,Choose Not To Use Archive Warnings,Gen,Complete Work,2012/06/12,"Lucius Malfoy/Narcissa Malfoy, Madam Rosmerta/Severus Snape, Hermione/Harry","Severus Snape, Harry Potter, Draco Malfoy, Hermione Granger, Bellatrix Lestrange, Narcissa Malfoy, Minerva McGonagall, Lucius Malfoy, Madam Rosmerta",," Sometimes, everything is as it seems. Other times, nothing is what it appears. Harry spends every summer with his relatives, Hermione goes home to her muggle family, and they both hate Draco Malfoy. Except none of this is true. The truth lies in secrets, secrets that are buried so deeply that life is often…Imperceptible. COMPLETE. ",English,"49,856",17/17,21,61,19,"3,365"
3444,431514,At The End Of All Things,SnuggleKitten,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,"Major Character Death, Underage","F/F, F/M, Multi",Work in Progress,2012/06/12,"Susan Bones/Neville Longbottom/Hannah Abbot/Tracy Davis, Hermione Granger/Luna Lovegood/Harry Potter/Daphne Greengrass, Millicent Bulstrode/Draco Malfoy/Ginevra Weasley, Ron Weasley/Undisclosed, Remus Lupin/Nymphadora Tonks, Sirius Black/Penelope Clearwater",,," When Hermione dies, Harry is willing to do anything to save her. Lunar Harmony. Weasley bashing. Redo. No slash. Possible femslash. ",English,"4,561",1/?,4,6,5,900
3445,398412,Transition,DullYellowEye,"Harry Potter - J. K. Rowling, Star Trek (2009), Star Trek: The Original Series",1,Teen And Up Audiences,No Archive Warnings Apply,"F/M, M/M",Work in Progress,2012/06/12,"Harry Potter/Ginny Weasley, Leonard McCoy/Harry Potter","Janice Rand, Leonard McCoy, Harry Potter, James T. Kirk, Spock, OC - Character, Montgomery ""Scotty"" Scott","Harry is Immortal, Bones is Grumpy, Magical Disruption, Prankster Twins, Harry on the Enterprise"," There's 'The Man Trap' and 'Charlie X' but mostly there's Harry flirting with Leonard. Because he can, because Leonard pretends he doesn't like it, and partly because everything else on the Enterprise is just a bit weird. Leaving his home of 250 years turns out to be a little bit more painful than Harry expected, but he's always been pretty good at ignoring the main problem by dealing with smaller ones first.Sequel to 'A Brief History on Wizarding Kind' ",English,"19,014",2/3,13,223,52,"4,720"
3446,10031165,Once Upon A Time Warp:Sequel to 'If I Can Turn Back Time...',ThatDemonMurphy,Harry Potter - J. K. Rowling,0,Mature,"Major Character Death, Graphic Depictions Of Violence","Multi, Gen, F/M",Complete Work,2012/06/12,Harry Potter/Ginny Weasley,"Ron/He, Arthur Weasley, Bellatrix Black Lestrange, Dobby (Harry Potter), Draco Malfoy, Fred Weasley, George Weasley, Ginny Weasley, Rubeus Hagrid, Harry Potter, Hermione Granger, Lucius Malfoy, Luna Lovegood, Minerva McGonagall, Molly Weasley, Alastor “Mad-Eye” Moody, Narcissa Black Malfoy, Neville Longbottom, Remus Lupin, Ron Weasley, Severus Snape, Sirius Black, Nymphadora Tonks, Blaise Zabini, Albus Dumbledore, Kingsley Shacklebolt, Voldemort","Explicit Language, Gender Change, Sexual Content, Spoilers, Action/Adventure, Alternate Universe, Humor, Parody, Romance"," Harry and Draco's continueing adventures back in the near past, to save as many people as they can(except the ones who deserve to die) ",English,"7,834",2/2,0,0,0,157
3447,431336,Hollow,MidnightQuill,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/06/11,Sirius Black/Remus Lupin,"Remus Lupin, Sirius Black, James Potter, Peter Pettigrew","Marauders, Marauders era", An AU fic in which Sirius dies before graduating from Hogwarts. ,English,"2,147",1/1,0,37,2,670
3448,379567,Use Me,recension,Harry Potter - J. K. Rowling,0,Explicit,"Graphic Depictions Of Violence, Rape/Non-Con",F/M,Complete Work,2012/06/11,Draco Malfoy/Ginny Weasley,"Harry Potter, Hermione Granger, Ron Weasley, Pansy Parkinson","Rough Sex, Breathplay, S&M, Light Dom/sub, light bloodplay, Light Bondage, Hate Sex"," Ginny's been having urges, but she can't ask anyone who loves her to give her what she really craves. When you need someone to use you, you should ask someone who doesn't care about you. ",English,"21,445",5/5,28,352,43,"16,424"
3449,431269,Saturdays are for Football (The Rest of the Week is for Everything Else),Pitry,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Choose Not To Use Archive Warnings,Gen,Complete Work,2012/06/11,,"Dean Thomas, Blaise Zabini",," Once a week, every week, Dean Thomas allowed himself to pretend nothing had ever happened. ",English,"4,128",1/1,23,415,109,"5,792"
3450,431259,The Knock-on Effect,Pitry,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,Gen,Complete Work,2012/06/11,Hermione Granger/Ron Weasley,"Ron Weasley, Hermione Granger, Harry Potter, Ginny Weasley, Neville Longbottom",," I have seen your dreams, Ronald Weasley, and I have seen your fears. ",English,"4,691",1/1,3,61,7,"1,003"
3451,430747,Romance sans paroles (in English),Wynhilde,Harry Potter - J. K. Rowling,0,Mature,No Archive Warnings Apply,M/M,Complete Work,2012/06/11,Scorpius Malfoy/Albus Severus Potter,"Scorpius Malfoy, Albus Severus Potter",Next-Gen," One wrong word and the moment will shatter; he can foresee the broken friendship, the lost trust, the avoiding glances and the general feeling of nevermore. ",English,"1,403",1/1,4,36,4,"1,087"
3452,2288282,I'll Be There (Wherever You Go),undersomestairs,Harry Potter - J. K. Rowling,0,Explicit,No Archive Warnings Apply,M/M,Complete Work,2012/06/11,Draco Malfoy/Harry Potter,,"Mpreg, unfriendly weasleys (sorry), Secret Relationship, Not Epilogue Compliant"," For Harry, a pregnancy isn't something to celebrate. Male pregnancy is viewed as dark magic, and it's illegal for a wizard to carry a baby to term. When he decides to keep it, he's lucky enough to have Draco backing him up, but not everyone in his life is so supportive. Harry and Draco have to go on the run to keep themselves and their unborn child safe. ",English,"14,966",1/1,7,521,104,"7,630"
3453,829041,the man who can't be moved,blackorchids,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/06/11,Hermione Granger/Draco Malfoy,"Hermione Granger, Draco Malfoy","Post-Break Up, Break Up, Getting Back Together, Getting Together, Friendship, Male-Female Friendship, Female Friendship, Fluff", No one has ever encountered a situation such as this before. Draco Malfoy has positioned himself outside an ice cream parlour and declared he won't move until the girl he loves forgives him. ,English,"3,455",1/1,5,210,28,"3,323"
3454,571652,Least of All Me,Tamari,Harry Potter - J. K. Rowling,0,General Audiences,No Archive Warnings Apply,F/M,Complete Work,2012/06/11,Rowena Ravenclaw/Salazar Slytherin,"Rowena Ravenclaw, Salazar Slytherin",Founders fic," Rowena's not sure about this, and she has enough to focus on anyway, but Salazar won't take Wait for an answer. ",English,386,1/1,1,50,2,864
3455,481850,Project (or Curse?),venis_envy,Harry Potter - J. K. Rowling,0,Mature,No Archive Warnings Apply,M/M,Complete Work,2012/06/11,"Draco Malfoy/Harry Potter, Draco Malfoy/Theodore Nott","Harrry Potter, Draco Malfoy, Theodore Nott, Pansy Parkinson, Hermione Granger, Ron Weasley, Moaning Myrtle","Humor, Friendship, Domestic, Fluff, Hogwarts Eighth Year"," In order to build trust and inter-house unity, the Ministry School Board has designed an obligatory N.E.W.T. project for the eighth year students. Paired off, each team will be assigned a Charmed puffskein and required to share a room with their “families” throughout the term. If they all survive that long. ",English,"21,284",1/1,51,"2,958",449,"42,551"
3456,447939,[Podfic] Checkmating,mahaliem,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Choose Not To Use Archive Warnings,"F/M, M/M",Complete Work,2012/06/11,"Draco Malfoy/Harry Potter, Background Ron Weasley/Millicent Bulstrode","Draco Malfoy, Harry Potter, Millicent Bulstrode, Ron Weasley","Podfic, Podfic Length: 1-1.5 Hours, Audio Format: MP3, Matchmaking, Audio Format: Streaming, Audio Format: M4B"," In hopes of convincing Voldemort supporters to change sides, Ron decides that he and Harry should pair off with Slytherins. ",English,18,1/1,22,255,59,"6,115"
3457,431411,Brains and Bones,hells_half_acre,"Supernatural, Harry Potter - J. K. Rowling",1,Teen And Up Audiences,No Archive Warnings Apply,Gen,Complete Work,2012/06/11,,"Harry Potter, Dean Winchester, Sam Winchester, Original Character, Bobby Singer","Episode Tag, Episode Related, Crossover, season 7, Episode s07e03"," Till heals Sam, tricks Dean, and enjoys a cup of tea. ",English,"4,977",1/1,63,608,28,"8,652"
3458,431159,The master of persuasion.,pekeleke,Harry Potter - J. K. Rowling,0,Teen And Up Audiences,Choose Not To Use Archive Warnings,M/M,Complete Work,2012/06/11,Harry Potter/Severus Snape,"Harry Potter, Severus Snape","Drabble, Complete, Explicit Sexual Content", Harry is in need of a lesson in the fine art of persuasion. Severus obliges... ,English,158,1/1,0,38,1,"1,122"
3459,431118,Brotherly Love,orphan_account,"Sherlock (TV), Harry Potter - J. K. Rowling",1,Teen And Up Audiences,No Archive Warnings Apply,M/M,Complete Work,2012/06/11,"Mycroft Holmes/Greg Lestrade, Sherlock Holmes/John Watson, Draco Malfoy/Harry Potter","Sherlock Holmes, John Watson, Harry Potter, Mycroft Holmes, Greg Lestrade","BAMF!Harry, Fluff, Crossover"," While everyone knows of the two Holmes brothers, Sherlock and Mycroft, not many know of the third... and he has a few words of warning for his little brothers' partners. ",English,"4,914",1/1,24,"2,752",431,"36,464"
3460,431111,Songbird,orphan_account,"Glee, Harry Potter - J. K. Rowling, Ouran High School Host Club - All Media Types",1,Teen And Up Audiences,No Archive Warnings Apply,"M/M, Other",Complete Work,2012/06/11,"Kurt Hummel/Harry Potter/Morinozuka Takashi, Harry Potter/Morinozuka Takashi","Kurt Hummel, Harry Potter, Morinozuka Takashi","non-graphic, Threesome - M/M/M", Harry and Mori never expected their life would change so quickly. Then they met Kurt Hummel. ,English,"3,175",1/1,5,311,72,"4,068"
3461,431040,Old Magic,demoka,"Harry Potter - Fandom, Hocus Pocus",1,Explicit,"Graphic Depictions Of Violence, Rape/Non-Con",F/F,Complete Work,2012/06/11,"Winifred/Hermione, Winifred/Sarah","Winifred Sanderson, Hermione Granger, Sarah Sanderson, Mary Sanderson",AU," Harry Potter/Hocus Pocus. When an unknowing Hermione discovers an old house, she accidentally releases powerful old magic from long, long ago. Very AU & Hermione is of age (it's implied any way). This fic is kinda dark and contains witchy smut. Just so you know. Non-con, maybe dub-con. Why didn't Hermione just use lumos? ",English,"3,369",1/1,5,58,4,"3,067"
3462,431022,Cell Block Tango,demoka,Harry Potter - Fandom,0,Explicit,"Graphic Depictions Of Violence, Major Character Death, Rape/Non-Con",F/F,Complete Work,2012/06/11,"Fleur/Hermione, Hermione/Luna, Hermione/Lavender, Hermione/Penelope, Hermione/Parvati","Hermione Granger, Fleur Delacour, Luna Lovegood, Parvati Patil, Lavender Brown, Ron Weasley, Bill Weasley, Penelope Clearwater, Charlie Weasley, Narcissa Malfoy","Dark, AU", DARKFIC ALERT! Psychiatrist/PSYCHOtherapist/PSYCHOlogist!Hermione visits several female inmates of Azkaban. (written as a homage to Cell Block Tango from the musical Chicago.) Beware the Evil!Hermione. ,English,"4,798",1/1,6,104,13,"9,521"
3463,430998,The Girl Known As Kagome,WhisperingKage,"InuYasha - A Feudal Fairy Tale, Harry Potter - J. K. Rowling",1,Teen And Up Audiences,No Archive Warnings Apply,No category,Complete Work,2012/06/11,,"Higurashi Kagome, Harry Potter, Draco Malfoy",," She came out of nowhere her foot falls nearly inaudible. Her body was hidden by a black cloak. Blue eyes gazed back with a dark and silent fury. He didn't know it then but she would bring with her a wave a change, she would be a key factor in winning the war. ",English,"2,969",1/1,0,46,5,"1,278"
